,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
907,514,BTN,NGDPRPPPPC,Bhutan,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1343.09,1486.03,1567.15,1644.33,1726.87,1752.03,1832.77,2128.74,2373.93,2459.13,2652.82,2787.9,2883.71,3027.37,3137.25,3345.68,3517.82,3655.84,3781.16,3938.49,4099.58,4259.78,4532.5,4867.31,5110.02,5354.27,5634.98,6282.23,6886.11,7196.82,7783.44,8447.25,8886.37,9092.63,9338.28,9738.41,10332.5,10851.9,11208.4,11639.56,11431.73,11105.02,11460.03,11995.31,12780.4,13385.85,14019.99,2015.0
952,218,BOL,NGDPRPPPPC,Bolivia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6029.03,5585.8,5256.07,4940.48,4829.75,4651.68,4439.28,4455.63,4491.51,4566.42,4680.41,4826.16,4805.31,4871.24,4956.93,5087.44,5205.62,5357.03,5517.51,5435.12,5407.99,5396.62,5429.63,5476.7,5604.61,5750.97,5924.15,6090.76,6358.72,6465.64,6625.06,6860.4,7100.32,7467.42,7757.1,8013.7,8233.76,8456.07,8688.55,8757.26,7874.2,8144.91,8357.39,8545.15,8737.52,8927.12,9095.23,2017.0
1042,616,BWA,NGDPRPPPPC,Botswana,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",4525.19,4805.39,5369.87,5737.49,5893.64,6121.32,6412.63,7106.7,8461.88,8545.98,8962.37,9245.82,8966.1,9072.51,8766.2,9150.39,9456.83,9989.33,9853.42,10602.21,10629.96,10457.14,10896.89,11205.35,11305.6,11600.31,12318.35,13057.09,13581.19,12298.84,13126.23,13724.68,14166.54,15597.63,16042.07,14895.93,15654.69,15948.03,16243.31,16386.87,14688.12,15705.54,16103.86,16473.24,16776.05,17083.66,17402.29,2019.0
1087,223,BRA,NGDPRPPPPC,Brazil,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",11391.52,10652.22,10484.55,9912.99,10221.08,10802.57,11386.78,11572.04,11390.94,11549.92,10744.86,10673.59,10451.81,10766.1,11163.16,11476.9,11395.94,11600.78,11461.36,11342.66,11669.35,11667.51,11869.5,11858.18,12393.26,12643.12,12998.51,13643.39,14190.4,14027.78,14936.01,15394.31,15554.69,15886.78,15831.19,15137.91,14522.03,14596.87,14736.82,14827.29,14117.35,14796.02,14929.79,15142.28,15375.55,15619.33,15868.79,2019.0
1177,918,BGR,NGDPRPPPPC,Bulgaria,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",14268.84,14980.72,15565.16,15992.0,16698.2,16986.58,17892.49,18758.52,19260.13,19248.07,17607.46,15847.24,14663.55,13110.5,12780.85,12719.52,11819.67,10220.53,10733.48,9891.39,10259.48,10999.89,11722.01,12396.26,13263.2,14289.87,15340.31,16429.73,17506.78,17011.77,17241.07,18074.86,18245.57,18403.22,18863.4,19748.77,20653.17,21533.74,22358.21,23346.14,22489.43,23652.36,24842.12,25991.75,27095.23,28114.7,29087.69,2020.0
1222,748,BFA,NGDPRPPPPC,Burkina Faso,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",977.191,979.878,969.57,934.1,925.061,1003.39,1055.52,1025.94,1057.31,1051.91,1018.13,1081.14,1054.86,1062.2,1047.22,1077.09,1163.12,1202.65,1254.86,1309.4,1296.75,1343.54,1362.28,1426.62,1447.5,1527.02,1574.73,1590.83,1632.95,1631.19,1716.36,1775.78,1834.54,1883.8,1907.95,1925.33,1981.43,2044.39,2120.33,2178.32,2157.62,2236.43,2295.2,2349.29,2403.7,2459.0,2516.37,2018.0
1267,618,BDI,NGDPRPPPPC,Burundi,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",911.284,993.03,954.59,961.871,935.937,1016.44,1019.6,1045.08,1066.41,1050.03,1055.41,1084.64,1065.24,1000.54,945.837,854.913,772.302,762.966,785.268,771.27,762.145,752.266,747.541,748.139,753.704,783.06,801.411,804.928,817.097,821.152,836.463,844.029,855.054,870.183,880.664,821.668,791.413,770.707,760.306,751.762,722.275,712.696,720.938,732.593,746.411,762.421,776.038,2016.0
1312,624,CPV,NGDPRPPPPC,Cabo Verde,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1937.68,2069.41,2089.32,2242.31,2278.44,2423.66,2441.91,2494.87,2589.73,2678.81,2637.34,2612.49,2628.34,2753.64,2954.2,3094.15,3221.41,3387.64,3592.13,3933.69,4134.26,4302.59,4445.81,4695.83,4847.98,5055.04,5444.52,5877.43,6200.94,6057.61,6080.13,6250.74,6245.69,6221.66,6184.41,6170.77,6381.56,6535.1,6864.15,7167.75,6036.15,6203.36,6529.01,6845.43,7177.52,7532.83,7905.15,2018.0
1402,622,CMR,NGDPRPPPPC,Cameroon,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3073.26,3495.63,3657.09,3803.28,3980.4,4191.33,4355.83,4143.96,3709.29,3536.38,3218.29,3004.59,2826.81,2657.43,2516.1,2528.45,2580.39,2643.5,2697.38,2730.5,2750.51,2795.87,2837.96,2889.28,3003.25,2982.03,3002.14,3064.13,3084.99,3067.22,3086.22,3126.79,3180.77,3262.76,3362.67,3458.69,3524.44,3554.52,3603.55,3642.28,3495.7,3532.14,3602.23,3686.82,3787.25,3896.35,4015.6,2019.0
1447,156,CAN,NGDPRPPPPC,Canada,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",30338.4,31003.55,29658.32,30125.96,31605.57,32799.61,33176.33,34095.46,35128.55,35330.43,34853.97,33694.31,33593.09,34092.99,35245.66,35820.46,36022.7,37190.07,38310.3,39965.61,41650.36,41952.43,42752.97,43117.35,44033.29,45016.85,45740.72,46234.5,46205.53,44343.81,45206.13,46165.98,46482.4,47063.78,47924.29,47853.97,47831.31,48688.07,49186.08,49392.36,46227.63,48582.28,50422.12,51207.03,51459.36,51661.5,51936.08,2020.0
1492,626,CAF,NGDPRPPPPC,Central African Republic,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",1258.1,1379.28,1297.31,1189.86,1277.15,1289.56,1336.31,1308.77,1305.31,1327.96,1317.79,1277.97,1186.7,1144.58,1258.09,1268.19,1163.6,1185.03,1198.92,1208.87,1143.54,1152.55,1156.92,1112.47,1093.14,1106.06,1138.19,1162.5,1170.59,1180.61,1211.53,1242.71,1300.41,824.932,822.636,852.786,884.431,912.808,933.458,945.181,937.55,911.216,929.622,956.453,983.403,1010.73,1037.53,2004.0
1537,628,TCD,NGDPRPPPPC,Chad,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",894.835,781.115,804.74,908.766,932.367,978.779,1007.16,1011.96,1053.88,1040.16,1039.38,1111.38,1102.22,1045.29,1067.41,1024.53,1011.45,1032.67,1066.57,1022.0,976.379,1049.71,1095.76,1209.51,1556.35,1625.22,1579.44,1576.68,1571.8,1583.61,1739.94,1684.38,1771.95,1812.24,1874.21,1846.95,1690.28,1600.06,1588.15,1587.07,1528.14,1497.91,1489.48,1484.11,1505.79,1528.75,1543.73,2004.0
1582,228,CHL,NGDPRPPPPC,Chile,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",8483.29,8863.08,7535.65,7208.61,7514.0,7544.39,7827.33,8199.1,8648.06,9406.3,9592.31,10145.15,11015.9,11571.28,11972.49,12841.61,13532.4,14341.54,14774.19,14525.0,15119.51,15440.83,15744.76,16217.97,17206.82,18013.35,18958.56,19684.96,20167.48,19631.63,20552.37,21569.47,22472.93,23158.73,23334.84,23626.51,23775.07,23720.43,24166.48,23957.26,22149.86,24262.41,24606.41,24831.78,25096.28,25433.88,25830.84,2020.0
1627,924,CHN,NGDPRPPPPC,China,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",673.541,698.221,749.217,819.221,931.543,1042.39,1114.56,1224.55,1340.53,1376.03,1409.17,1520.4,1717.49,1933.65,2161.27,2373.17,2581.59,2792.1,2984.05,3187.05,3430.96,3690.64,4001.13,4375.73,4790.1,5304.32,5947.03,6759.28,7370.11,8027.09,8836.4,9621.15,10299.39,11034.45,11770.84,12535.04,13306.59,14151.79,15050.18,15893.0,16216.08,17469.51,18406.21,19340.79,20324.78,21339.55,22375.29,2020.0
1672,233,COL,NGDPRPPPPC,Colombia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7170.52,7174.0,7086.52,7045.92,7130.7,7402.36,7674.26,7920.38,8073.21,8179.16,8359.16,8383.26,8576.68,8896.63,9188.51,9504.86,9544.88,9744.41,9649.94,9127.82,9255.85,9291.71,9405.69,9652.78,10043.01,10387.95,10954.69,11558.94,11806.92,11811.49,12208.67,12920.02,13291.84,13840.95,14327.7,14608.6,14749.14,14763.9,14879.14,15013.55,13721.93,14570.07,14964.51,15289.75,15650.54,16029.93,16431.71,2020.0
1717,632,COM,NGDPRPPPPC,Comoros,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2636.75,2713.08,2756.09,2776.1,2863.28,2854.63,2826.06,2797.8,2848.44,2735.21,2855.8,2768.79,2909.74,2920.58,2745.09,2839.17,2765.38,2826.88,2768.32,2784.41,2699.98,2787.59,2855.44,2851.0,2869.17,2960.24,2834.33,2785.56,2822.59,2839.5,2870.75,2912.04,2925.83,2976.36,2958.89,2917.91,2938.6,2980.06,3006.67,2978.79,2886.18,2855.57,2859.15,2858.65,2863.15,2876.94,2893.27,2015.0
1762,636,COD,NGDPRPPPPC,Democratic Republic of the Congo,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2508.2,2451.01,2361.92,2318.71,2353.38,2288.77,2320.24,2306.11,2242.81,2143.81,1939.01,1718.54,1479.99,1231.77,1114.81,1109.15,1057.64,950.928,893.234,839.253,751.558,715.678,715.454,732.537,757.686,778.968,794.429,817.07,839.816,835.612,865.684,894.827,926.788,972.456,1029.79,1065.24,1055.57,1059.81,1085.84,1097.95,1082.45,1100.46,1127.1,1165.99,1208.86,1252.34,1282.66,2020.0
1807,634,COG,NGDPRPPPPC,Republic of Congo,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",4239.25,4219.75,4192.05,4163.81,4135.07,4105.86,4076.22,4046.18,4784.9,5460.3,5349.54,5368.0,5456.02,5392.97,5187.69,5261.84,5312.94,5131.32,5454.2,5125.48,5588.15,5188.93,5112.25,5010.43,4878.59,5198.02,5476.24,4989.31,5174.59,5635.88,6044.48,6027.14,6465.04,6262.42,6520.04,6135.17,5344.95,4986.53,4629.15,4496.77,4028.71,3924.0,3916.46,3934.65,4099.39,4071.78,4001.78,2018.0
1852,238,CRI,NGDPRPPPPC,Costa Rica,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",10304.65,9773.99,8798.19,8793.06,9229.79,9023.83,9245.16,9418.95,9483.9,9765.13,9872.7,9866.14,10539.02,10998.45,11162.69,11300.75,11148.62,11463.63,11987.24,12197.34,12760.62,12727.74,12936.72,13283.94,13653.14,13982.47,14784.53,15771.54,16279.9,15902.11,16443.35,16948.67,17546.98,17756.3,18156.75,18593.6,19145.0,19711.65,20002.17,20239.65,19216.37,19759.33,20239.31,20650.94,21070.94,21520.33,22000.61,2020.0
1897,662,CIV,NGDPRPPPPC,CÙte d'Ivoire,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6078.55,6150.86,5933.35,5505.09,5248.26,5234.61,5278.55,5056.18,5066.56,5012.2,4762.99,4581.18,4396.6,3994.13,3884.58,3985.24,4190.65,4318.19,4416.29,4374.0,4174.98,4074.12,3904.65,3753.97,3703.9,3672.18,3633.38,3603.81,3601.8,3624.67,3604.1,3342.14,3611.33,3846.17,4078.37,4326.53,4519.97,4729.65,4927.42,5101.84,5071.74,5237.65,5435.21,5637.85,5840.97,6040.04,6240.2,2015.0
1987,423,CYP,NGDPRPPPPC,Cyprus,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",15502.22,15776.67,16580.51,17235.46,18506.0,19158.6,19612.98,20785.3,22280.46,23734.48,24967.66,24496.96,26102.13,25646.63,26598.4,28948.12,28820.6,29138.74,30512.42,31678.46,33197.06,34160.08,35030.41,35537.62,36849.78,38102.28,39311.45,40557.29,41039.48,39172.76,38878.4,38076.76,35814.59,33318.23,33009.16,34513.6,36678.7,38277.37,39843.46,40522.28,37929.82,39195.8,40034.6,40754.62,41315.66,41842.44,42342.07,2020.0
