,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
2164,321,DMA,PPPGDP,Dominica,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.124,0.151,0.167,0.178,0.192,0.201,0.219,0.239,0.267,0.277,0.302,0.317,0.331,0.346,0.353,0.372,0.39,0.406,0.426,0.433,0.453,0.463,0.457,0.496,0.525,0.545,0.588,0.642,0.701,0.697,0.71,0.723,0.706,0.721,0.776,0.793,0.852,0.839,0.889,0.973,0.876,0.939,1.041,1.128,1.209,1.287,1.347,2018.0
2209,243,DOM,PPPGDP,Dominican Republic,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.73,15.672,16.923,18.4,19.303,19.49,20.583,23.226,24.563,26.65,26.139,27.279,31.031,34.106,35.74,38.564,41.618,46.097,49.746,53.443,57.202,59.929,63.599,63.982,67.388,76.054,85.593,94.426,99.325,100.907,110.637,116.474,118.183,125.424,136.976,151.56,167.506,175.941,192.722,206.081,194.548,220.748,239.304,257.313,276.299,296.343,317.457,2020.0
2254,248,ECU,PPPGDP,Ecuador,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",26.044,29.62,31.828,32.148,34.707,37.38,39.312,37.879,43.327,45.154,48.253,52.435,55.568,58.023,61.786,64.503,66.821,70.915,74.056,71.54,73.96,78.663,83.162,87.112,96.795,105.113,113.128,118.73,128.699,130.258,136.471,150.267,159.56,175.196,186.847,179.31,181.967,195.011,202.244,205.887,192.219,204.713,217.724,228.534,239.808,251.761,264.052,2020.0
2299,469,EGY,PPPGDP,Egypt,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",88.533,99.039,112.832,127.657,142.874,158.336,169.211,180.805,194.656,208.343,221.218,233.503,239.541,252.329,268.511,286.433,305.909,329.603,358.454,385.714,415.688,440.032,461.126,485.244,518.659,558.844,615.515,676.955,739.31,778.822,828.753,860.9,958.66,992.022,985.262,1064.24,1057.09,1062.27,1145.44,1230.73,1290.02,1381.06,1493.12,1614.66,1745.99,1886.84,2037.18,2020.0
2344,253,SLV,PPPGDP,El Salvador,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.106,10.429,10.375,10.947,11.494,11.93,12.194,12.809,13.51,14.175,15.416,16.176,17.706,19.18,20.509,21.93,22.514,23.62,24.52,25.403,26.271,27.099,27.955,28.953,29.995,31.774,34.176,35.753,37.214,36.671,37.893,40.156,40.804,43.093,45.534,48.056,51.095,54.006,56.63,59.162,55.118,62.258,66.236,69.399,72.574,75.667,78.626,2020.0
2389,642,GNQ,PPPGDP,Equatorial Guinea,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.089,0.104,0.112,0.123,0.128,0.15,0.149,0.159,0.169,0.174,0.185,0.189,0.257,0.291,0.347,0.448,0.696,1.756,2.217,2.841,6.117,10.009,12.159,14.192,19.002,21.207,23.282,27.565,33.095,33.754,31.111,33.83,38.743,37.423,37.816,28.095,24.861,28.459,27.322,26.148,25.168,27.156,26.334,26.556,26.882,26.693,26.661,2020.0
2524,734,SWZ,PPPGDP,Eswatini,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.01,1.182,1.273,1.316,1.397,1.469,1.777,2.003,2.231,2.536,2.89,3.041,3.211,3.389,3.544,3.793,4.011,4.207,4.365,4.557,4.742,4.9,5.195,5.503,5.855,6.401,6.994,7.501,7.708,7.879,8.276,8.638,8.922,9.465,9.633,9.728,9.698,9.457,9.913,10.317,10.189,10.717,11.196,11.664,12.164,12.692,13.236,2019.0
2569,644,ETH,PPPGDP,Ethiopia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.496,11.489,12.316,13.803,13.971,12.768,14.287,16.672,17.359,17.957,19.113,18.334,17.081,19.823,20.952,22.701,26.245,27.455,26.602,28.675,32.21,35.373,36.499,36.437,41.793,48.535,55.786,64.054,72.594,80.366,89.953,102.289,112.533,122.434,148.487,167.119,194.652,215.094,237.196,263.259,282.569,298.574,,,,,,2020.0
2614,819,FJI,PPPGDP,Fiji,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.709,1.983,2.082,2.073,2.364,2.347,2.552,2.427,2.6,3.077,3.377,3.397,3.687,3.872,4.157,4.354,4.647,4.613,4.726,5.209,5.237,5.457,5.719,5.878,6.362,6.476,6.803,6.924,7.127,7.073,7.372,7.729,8.283,8.942,9.832,10.782,11.02,11.784,12.525,12.692,10.826,10.767,11.749,13.022,14.175,15.133,15.966,2020.0
2659,172,FIN,PPPGDP,Finland,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.54,50.493,55.268,59.226,63.335,67.649,70.892,75.231,81.943,89.488,93.033,90.518,89.531,91.046,96.676,102.866,108.591,117.46,125.264,132.593,143.425,150.483,155.438,161.682,172.649,183.014,196.259,212.244,218.01,201.691,210.619,220.471,221.286,225.68,228.059,232.93,246.904,262.075,271.4,279.966,275.195,293.59,310.608,322.923,334.546,346.195,357.908,2020.0
2704,132,FRA,PPPGDP,France,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",577.983,639.613,695.4,732.07,771.208,808.393,843.227,886.787,959.978,1042.23,1113.98,1162.53,1206.66,1228.31,1283.86,1340.06,1383.55,1439.75,1508.63,1580.05,1681.93,1754.34,1801.64,1852.69,1951.6,2047.42,2166.06,2278.49,2324.84,2274.59,2344.24,2446.48,2474.01,2608.52,2662.03,2719.22,2863.82,2997.3,3125.39,3239.76,3016.88,3322.31,3547.96,3698.61,3839.36,3977.44,4115.76,2020.0
2749,646,GAB,PPPGDP,Gabon,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.63,6.967,7.701,8.163,8.872,9.683,9.671,8.384,8.983,10.776,11.755,12.896,12.783,13.602,14.409,15.443,16.295,17.528,18.341,16.936,16.994,17.75,18.061,18.73,19.448,19.901,20.123,21.976,22.785,22.409,24.1,26.345,26.868,27.464,28.956,28.63,28.685,30.987,31.995,33.842,33.62,35.348,37.739,39.871,42.16,44.55,47.071,2019.0
2794,648,GMB,PPPGDP,The Gambia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.724,0.717,0.919,1.085,1.038,1.11,1.159,1.221,1.286,1.394,1.528,1.614,1.68,1.786,1.762,1.859,1.948,2.009,2.164,2.335,2.52,2.725,2.678,2.918,3.208,3.23,3.312,3.505,3.795,4.074,4.367,4.095,4.191,4.166,4.103,4.311,4.446,4.589,5.038,5.447,5.502,5.977,6.51,7.098,7.732,8.359,9.01,2020.0
2884,134,DEU,PPPGDP,Germany,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",855.295,937.245,987.315,1041.93,1110.04,1170.25,1222.67,1271.32,1365.31,1474.37,1617.09,1755.56,1830.04,1855.11,1940.19,2011.4,2064.93,2138.04,2205.79,2279.08,2398.39,2493.79,2527.57,2559.34,2659.16,2762.46,2956.3,3126.73,3217.26,3053.45,3219.49,3415.02,3487.23,3628.56,3807.12,3890.13,4164.75,4411.73,4566.19,4696.68,4536.52,4843.39,5203.66,5412.17,5611.36,5799.16,5985.76,2020.0
2929,652,GHA,PPPGDP,Ghana,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.858,13.546,13.189,12.853,14.565,15.992,17.324,18.935,20.871,22.674,24.368,26.395,28.204,30.251,31.981,34.033,36.308,39.075,41.494,43.985,46.599,49.472,52.564,56.341,60.98,66.811,72.878,77.898,86.544,92.048,100.391,116.773,133.277,140.883,151.592,144.984,142.203,148.983,161.999,175.629,178.482,193.627,211.235,226.323,243.011,262.719,281.982,2019.0
2974,174,GRC,PPPGDP,Greece,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",84.245,90.78,95.3,97.964,103.537,109.495,112.275,112.455,121.413,130.967,135.869,144.821,149.154,150.247,156.525,163.163,170.907,181.649,190.849,199.483,212.0,225.731,238.244,257.023,277.28,287.69,313.327,332.332,337.569,325.123,310.824,285.079,275.156,284.524,290.196,289.223,296.0,307.521,319.776,331.54,307.862,339.668,365.096,383.63,399.348,414.215,428.1,2020.0
3019,328,GRD,PPPGDP,Grenada,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.192,0.213,0.236,0.253,0.272,0.298,0.326,0.365,0.389,0.419,0.453,0.475,0.482,0.484,0.503,0.525,0.558,0.596,0.673,0.731,0.785,0.786,0.826,0.922,0.941,1.099,1.088,1.185,1.22,1.146,1.154,1.187,1.2,1.286,1.42,1.551,1.657,1.798,1.921,1.969,1.732,1.843,2.011,2.177,2.33,2.453,2.574,2019.0
3064,258,GTM,PPPGDP,Guatemala,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.183,21.133,21.644,21.923,22.83,23.411,23.906,25.374,27.291,29.48,31.531,33.576,35.92,38.022,40.193,42.842,44.848,47.491,50.235,52.828,55.375,57.981,61.385,64.234,67.917,72.193,78.57,85.574,90.41,91.564,95.265,101.567,107.165,112.026,118.754,127.566,130.131,133.883,141.635,149.744,149.246,163.128,175.163,186.056,196.957,208.278,220.035,2020.0
3109,656,GIN,PPPGDP,Guinea,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.74,3.018,3.262,3.434,3.608,3.908,4.111,4.351,4.789,5.176,5.602,5.936,6.27,6.742,7.162,7.654,8.142,8.712,9.131,9.612,10.076,10.68,11.407,11.777,12.376,13.147,13.891,15.196,16.128,15.982,16.857,18.173,18.497,19.731,20.122,20.799,24.4,29.177,31.773,34.168,37.03,40.349,44.067,47.771,51.576,55.414,59.626,2018.0
3154,654,GNB,PPPGDP,Guinea-Bissau,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.439,0.478,0.529,0.531,0.581,0.625,0.631,0.683,0.721,0.771,0.836,0.928,0.978,1.024,1.077,1.144,1.209,1.303,1.022,1.211,1.252,1.341,1.412,1.436,1.492,1.639,1.735,1.827,1.947,2.007,2.145,2.367,2.307,2.386,2.51,3.05,3.288,3.832,4.055,4.313,4.304,4.607,4.923,5.292,5.683,6.097,6.534,2017.0
