,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
1855,238,CRI,PPPPC,Costa Rica,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3560.09,3696.22,3532.79,3668.99,3990.22,4024.53,4206.26,4391.33,4577.53,4898.09,5137.37,5307.59,5798.78,6194.99,6421.8,6637.54,6668.09,6974.73,7375.4,7610.41,8142.24,8304.23,8572.13,8975.94,9473.05,10005.79,10906.2,11948.7,12570.36,12357.35,12931.53,13605.86,14367.7,15034.64,16076.63,17079.78,18503.17,19711.65,20479.98,21093.86,20268.74,21592.49,22725.74,23739.68,24774.6,25852.64,26977.27,2020.0
1900,662,CIV,PPPPC,CÙte d'Ivoire,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2585.26,2863.51,2932.92,2827.8,2793.17,2873.99,2956.47,2901.97,3010.47,3094.96,3051.14,3033.92,2978.04,2769.55,2751.12,2881.59,3085.59,3234.33,3345.03,3359.68,3279.47,3272.34,3185.11,3122.63,3163.69,3234.96,3299.54,3361.13,3423.67,3467.5,3489.26,3302.87,3562.75,3833.79,4236.55,4557.77,4628.93,4729.65,5045.13,5317.16,5349.49,5723.57,6102.93,6481.1,6867.64,7255.98,7651.77,2015.0
1990,423,CYP,PPPPC,Cyprus,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",5914.42,6588.58,7352.12,7941.83,8835.04,9435.8,9854.09,10701.39,11875.69,13146.79,14347.41,14553.02,15860.0,15952.55,16897.96,18776.35,19035.94,19577.92,20731.63,21827.18,23391.74,24612.61,25633.07,26517.46,28234.67,30109.88,32023.98,33931.73,34993.58,33615.94,33764.36,33755.23,31905.78,30237.02,29887.57,31848.17,35851.99,38277.37,40795.26,42232.52,40007.02,42832.15,44952.9,46850.25,48577.76,50265.83,51920.1,2020.0
2080,128,DNK,PPPPC,Denmark,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11870.0,12902.6,14217.21,15165.14,16381.81,17580.05,18793.88,19275.59,19936.36,20849.03,21923.7,22932.39,23842.01,24321.79,26084.44,27337.57,28454.21,29751.88,30637.97,31873.09,33712.74,34631.21,35209.27,35942.23,37792.46,39788.82,42495.0,43880.83,44260.56,42085.12,43203.86,44482.8,44892.72,46829.47,48039.69,49264.51,52159.8,55673.46,57812.09,59832.96,59135.9,63404.86,66903.79,69588.39,72238.93,74911.98,77607.84,2019.0
2215,243,DOM,PPPPC,Dominican Republic,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2429.27,2710.84,2860.55,3038.1,3112.31,3068.06,3162.35,3482.74,3597.51,3818.55,3672.37,3766.77,4207.79,4541.01,4677.03,4962.82,5270.02,5745.67,6102.36,6457.72,6811.55,7039.75,7371.69,7316.32,7607.87,8480.45,9435.46,10292.68,10703.59,10757.55,11672.26,12157.89,12207.74,12818.36,13859.07,15186.04,16625.85,17301.38,18772.59,19896.19,18619.73,20943.89,22507.26,23991.0,25537.56,27152.46,28834.52,2019.0
2260,248,ECU,PPPPC,Ecuador,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3243.32,3585.7,3746.61,3681.38,3868.73,4058.33,4159.71,3908.64,4357.21,4431.53,4626.26,4913.65,5092.19,5203.87,5429.42,5561.57,5663.54,5916.16,6086.13,5794.13,5902.03,6138.57,6351.35,6540.15,7142.57,7660.58,8101.05,8352.44,8892.44,8837.94,9090.63,9842.96,10280.26,11106.12,11657.9,11014.89,11009.16,11623.72,11880.32,11923.02,10977.26,11528.79,12091.57,12516.05,12951.51,13408.65,13868.35,2020.0
2305,469,EGY,PPPPC,Egypt,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2183.1,2374.7,2633.42,2900.31,3158.34,3401.78,3543.61,3705.02,3908.76,4093.18,4307.18,4454.21,4476.7,4571.18,4769.29,4972.8,5202.53,5484.24,5847.53,6161.57,6495.12,6738.62,6923.81,7135.94,7484.26,7904.45,8525.14,9197.75,9831.25,10127.73,10530.54,10694.41,11620.12,11726.03,11350.95,11957.71,11616.34,11158.25,11796.5,12444.18,12787.96,13421.93,14226.5,15082.9,15989.9,16940.93,17932.14,2020.0
2350,253,SLV,PPPPC,El Salvador,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2136.88,2180.41,2152.26,2257.42,2355.59,2425.67,2454.18,2547.23,2649.32,2736.42,2925.15,3027.96,3269.03,3493.34,3687.39,3896.17,3956.79,4110.55,4229.16,4346.26,4461.89,4572.08,4688.79,4830.31,4979.39,5249.99,5621.64,5855.59,6069.06,5955.36,6127.76,6465.81,6541.22,6877.16,7233.19,7597.69,8038.62,8454.05,8819.78,9166.66,8498.2,9551.4,10111.29,10541.54,10969.16,11379.88,11766.1,2019.0
2395,642,GNQ,PPPPC,Equatorial Guinea,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",350.529,383.681,386.911,390.154,379.807,416.73,396.301,408.74,421.268,420.074,433.545,428.786,564.678,617.55,711.754,887.035,1328.76,3224.77,3912.02,4816.51,9957.14,15644.86,18246.3,20431.35,26215.8,28002.18,29388.54,33238.32,38108.99,37128.65,32710.74,34023.85,37302.87,34530.77,33482.87,23902.97,20353.11,22449.9,20794.71,19225.02,17897.01,18698.14,17576.0,17196.97,16903.87,16310.08,15838.42,2015.0
2530,734,SWZ,PPPPC,Eswatini,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1812.57,2059.74,2155.97,2163.3,2223.52,2254.32,2618.36,2826.35,3014.26,3293.84,3628.05,3711.3,3829.03,3961.76,4064.55,4263.32,4411.66,4524.69,4650.4,4809.63,4958.73,5076.83,5332.76,5598.03,5903.33,6396.46,6927.52,7365.56,7513.32,7624.23,7951.05,8239.45,8450.24,8901.4,8995.96,9022.23,8932.23,8650.85,8978.68,9252.78,9041.04,9409.43,9725.71,10025.24,10344.12,10678.82,11018.36,2017.0
2575,644,ETH,PPPPC,Ethiopia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",305.828,326.878,340.688,370.105,362.7,320.91,347.759,392.976,396.181,396.63,408.348,378.641,340.966,382.589,391.396,411.017,461.252,468.968,442.052,463.803,507.238,540.823,542.972,510.742,570.968,646.269,724.001,810.241,903.805,984.8,1084.92,1214.29,1314.85,1408.01,1680.73,1861.84,2134.42,2321.44,2519.66,2752.47,2907.85,3024.16,,,,,,2016.0
2620,819,FJI,PPPPC,Fiji,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2696.42,3054.2,3125.68,3034.17,3388.57,3311.72,3568.25,3379.99,3616.15,4196.13,4568.55,4558.72,4907.72,5114.01,5446.68,5661.18,5995.02,5908.93,6009.6,6577.19,6564.99,6792.29,7069.15,7215.91,7755.9,7841.09,8180.62,8269.85,8471.76,8366.43,8679.44,9055.82,9659.87,10378.82,11357.91,12400.56,12563.27,13316.59,14076.46,14185.79,12032.46,11901.74,12915.34,14235.76,15410.59,16361.56,17167.47,2017.0
2665,172,FIN,PPPPC,Finland,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9544.56,10546.27,11485.19,12232.43,13005.56,13823.49,14436.38,15273.39,16592.26,18062.43,18702.41,18109.1,17802.85,18011.08,19038.62,20174.67,21222.26,22886.37,24335.71,25698.03,27734.81,29044.57,29921.19,31055.02,33076.3,34948.85,37342.94,40220.93,41130.21,37866.98,39357.5,41015.79,40969.21,41587.16,41835.88,42569.55,44995.38,47621.51,49227.95,50737.65,49806.44,53083.92,56122.56,58325.11,60420.21,62540.48,64680.7,2020.0
2710,132,FRA,PPPPC,France,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",10756.91,11838.41,12798.38,13395.61,14048.82,14656.14,15217.61,15925.99,17152.84,18521.95,19689.61,20452.35,21128.41,21410.61,22302.7,23203.54,23880.63,24773.71,25877.45,27010.95,28575.88,29600.74,30185.33,30825.79,32254.93,33584.47,35278.04,36871.6,37415.96,36413.43,37349.35,38789.62,39036.96,40951.51,41576.11,42289.11,44421.74,46369.7,48198.52,49851.49,46325.34,50876.23,54181.74,56323.57,58303.5,60231.51,62151.91,2020.0
2755,646,GAB,PPPPC,Gabon,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",8862.35,9112.3,9855.25,10221.21,10869.89,11608.59,11344.07,9622.76,10088.8,11841.72,12639.34,13433.62,12912.14,13414.61,13863.26,14495.55,14923.0,15659.91,15987.25,14402.54,14099.0,14367.36,14261.98,14430.09,14617.92,14592.95,14396.29,15263.75,15246.61,14445.67,14967.24,15762.73,15487.11,15234.6,15499.57,14834.21,14490.23,15302.64,15585.92,16266.79,15950.76,16558.76,17461.87,18227.86,19048.99,19899.01,20790.56,2004.0
2800,648,GMB,PPPPC,The Gambia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1204.52,1123.56,1389.23,1575.77,1448.98,1488.46,1493.25,1511.23,1528.63,1592.26,1677.33,1701.96,1701.84,1708.9,1629.63,1667.07,1696.04,1673.84,1747.97,1828.42,1912.4,2003.56,1906.77,2012.62,2143.36,2092.57,2080.86,2137.13,2246.64,2341.08,2435.16,2215.75,2199.79,2121.49,2027.03,2066.86,2068.74,2072.65,2209.62,2319.23,2274.09,2398.52,2536.15,2684.6,2838.96,2979.77,3117.93,2018.0
2890,134,DEU,PPPPC,Germany,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",11130.44,12173.96,12833.47,13590.76,14537.94,15364.32,16041.53,16676.83,17801.43,19033.21,20482.88,21951.89,22733.41,22917.88,23909.52,24737.97,25347.08,26230.33,27082.76,27990.74,29443.66,30592.08,30983.28,31384.06,32645.21,33963.15,36419.39,38605.05,39835.35,37939.09,40100.84,42541.25,43359.41,44993.67,47011.14,47622.33,50574.53,53373.76,55076.88,56523.39,54551.09,58150.2,62403.68,64855.22,67219.62,69475.97,71748.44,2020.0
